Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:09:21,1,1,TRACE11,370.305,272.496,-22.159,-,16.5151,16.8491,17.3566,17.0488,,34.6394,35.0837,34.9354,35.1198,,35.7665,36.1892,36.0680,36.2182,,36.9777,37.5077,37.4011,37.3855,,,64.0977,65.3215,65.5150,,,62.9745,64.1791,64.3972,,,61.7589,62.7161,63.2228,,0.4665,0.4396,0.4809,0.5378,,0.5746,0.5508,0.5924,0.6592,,3.8160,3.6649,4.2761,4.6357,,1.9555,1.8665,2.3560,2.3700,,1.8606,1.7984,1.9200,2.2658,,3.3606,3.3873,3.6711,3.9566,,0.8146,0.6574,0.7023,0.7778,0.7592,1.0682,0.8271,0.8771,0.9564,0.9381,8.0181,5.3780,6.4257,6.6979,6.5091,4.1379,2.6707,3.0501,3.1923,2.9349,3.8802,2.7073,3.3756,3.5056,3.5743,7.6854,5.2245,5.5734,5.8222,5.7574,35.8086,36.2957,36.1682,36.2527,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:09:42,1,1,TRACE12,370.303,272.457,-22.162,-,16.4972,16.8419,17.3217,17.0590,16.3326,34.7388,35.1517,34.9689,35.1724,,35.8857,36.3192,36.0668,36.3246,,37.1086,37.7608,37.2897,37.6066,,,63.9926,65.2649,65.4228,65.6156,,62.8396,64.1152,64.3053,64.4783,,61.5868,62.6552,63.0819,63.2711,0.4371,0.4313,0.4154,0.4848,1.4406,0.5500,0.5340,0.5166,0.6063,1.9376,4.2055,4.2550,4.2463,4.1882,14.7780,2.2752,2.4446,2.0657,2.1826,4.6831,1.9303,1.8104,2.1806,2.0056,10.0949,3.4450,3.3363,3.4067,3.7436,11.2913,0.6880,0.6877,0.6643,0.7513,0.6980,0.8833,0.8588,0.8550,0.9419,0.8724,6.7395,6.4644,6.4594,7.3874,7.3332,3.4139,3.3080,2.7748,3.2223,3.0758,3.3256,3.1563,3.6846,4.1650,4.2574,6.2070,5.6470,5.8953,6.2161,5.9600,35.9237,36.4563,36.1293,36.3895,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:10:03,1,1,TRACE13,375.834,262.154,-22.150,-,16.9661,16.5568,16.9156,16.8638,,46.2710,45.2788,48.0500,47.1320,,47.3985,46.7257,49.5082,48.6913,,48.3191,48.4477,51.4907,50.7017,,,80.3696,79.4105,77.0526,,,,78.9393,77.9164,75.5554,,,,,,0.4863,0.4780,0.4330,0.4165,,0.6122,0.5910,0.5401,0.5179,,4.1712,4.2171,3.7909,3.8291,,2.1770,1.9101,1.9044,1.9008,,1.9942,2.3070,1.8866,1.9283,,3.8153,3.6007,3.4513,3.3582,,,1.0982,0.6436,0.6788,0.6921,,1.3784,0.8100,0.8608,0.8774,,6.5073,6.5403,6.4761,6.0591,,3.1445,3.3295,3.1269,2.7058,,3.3628,3.2108,3.3492,3.3532,,4.6827,5.3636,5.7351,5.6230,47.2951,46.8632,49.7703,48.9168,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:10:25,1,1,TRACE14,377.215,259.348,-22.155,-,16.6452,16.1410,16.4359,16.9044,,61.1751,62.0521,60.7578,59.5209,,62.8847,63.8249,62.5425,61.2741,,65.5902,66.1805,65.0002,64.1983,,,88.6062,87.7961,90.6305,,,86.8675,85.9888,88.8495,,,84.4619,83.6250,86.0347,,0.4362,0.5280,0.5307,0.4837,,0.5421,0.6425,0.6592,0.5929,,3.7368,4.2214,4.8833,3.7731,,1.7146,2.1819,2.1723,1.7779,,2.0222,2.0395,2.7110,1.9952,,3.3363,3.7456,4.0412,3.4317,,0.9852,0.6012,0.7009,0.8503,1.2135,1.3031,0.7681,0.9182,1.1421,1.6514,9.8523,7.1215,8.2260,10.1836,13.8577,5.6095,4.1577,4.6373,6.0752,7.8126,4.2428,2.9638,3.5887,4.1084,6.0451,8.2966,6.3080,6.9087,9.1806,11.9637,63.3827,64.1163,62.8790,61.8596,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:10:46,1,1,TRACE15,373.930,259.651,-22.160,-,17.4861,15.8837,16.8800,17.0141,,59.9416,59.3876,59.1705,60.0442,,61.7060,61.2836,61.0166,62.1002,,64.4727,63.3589,63.6992,65.8145,,,91.1388,89.8924,91.6596,,,89.3096,88.0327,89.7233,,,87.0344,85.6957,86.6067,,0.4679,0.4935,0.4204,0.4516,,0.6013,0.6007,0.5230,0.5556,,4.2813,4.1636,3.4157,3.4274,,1.8405,1.8177,1.6643,1.7211,,2.4408,2.3460,1.7514,1.7062,,3.9589,3.4668,3.0805,3.2937,,0.9312,0.7067,0.6000,0.6695,1.1531,1.2249,0.8792,0.7746,0.9025,1.6014,8.6326,7.5010,6.7476,7.7896,12.5124,4.5320,3.8181,3.5086,4.1529,7.5581,4.1006,3.6830,3.2390,3.6367,4.9544,7.7274,6.3339,5.8649,6.6445,11.2628,62.2071,61.3733,61.4349,62.9294,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:11:07,1,1,TRACE16,370.281,259.134,-22.159,-,16.6925,16.4145,17.3044,17.0442,,59.9898,59.5191,58.3911,59.8476,,61.8505,61.4350,60.2224,61.8929,,64.2803,63.9121,63.3965,65.3043,,,89.9323,91.8443,91.5580,,,88.0132,90.0207,89.6389,,,85.6652,87.5325,85.9302,,0.5842,0.3880,0.4446,0.5666,,0.7308,0.4843,0.5528,0.6956,,4.5782,3.1396,3.6266,4.1663,,1.9322,1.5900,1.7918,1.9401,,2.6460,1.5496,1.8348,2.2262,,4.1898,2.9050,3.2682,3.8495,,1.0537,0.6218,0.6310,0.8119,1.1502,1.3583,0.7875,0.8110,1.0830,1.5142,9.7095,5.1265,6.4900,8.6736,11.2468,5.0553,2.5527,3.1821,4.4689,6.0501,4.6543,2.5738,3.3078,4.2047,5.1966,8.5334,4.9345,5.7984,7.7318,9.9243,62.1351,61.7156,60.8938,62.5759,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:11:39,1,2,TRACE1,528.814,167.584,-22.139,-,16.4109,16.5450,16.7089,16.9687,,32.2624,32.2060,32.6289,33.5370,,33.4078,33.3145,33.7558,34.6560,,34.6392,34.4732,34.9941,35.9948,,,56.1728,54.6005,54.2065,,,55.0318,53.4978,53.0686,,,53.8429,52.3225,51.7835,,0.3675,0.4225,0.4092,0.3997,,0.4573,0.5233,0.5070,0.4952,,3.2011,3.5780,3.3043,3.4844,,1.4625,1.7231,1.5526,1.6643,,1.7386,1.8549,1.7517,1.8202,,2.8293,3.1148,2.9613,2.9799,,0.7148,0.6108,0.6574,0.6638,0.7431,0.8989,0.7727,0.8282,0.8381,0.9553,6.0566,6.1386,6.7363,6.0903,8.4002,3.0069,2.9810,3.1892,2.8521,4.4349,3.0498,3.1576,3.5471,3.2382,3.9653,5.3190,5.2716,5.4405,5.4591,6.7435,33.4508,33.3396,33.8115,34.7659,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:12:00,1,2,TRACE2,528.714,164.438,-22.136,-,16.4485,16.6031,16.5826,16.7410,,36.8153,37.3037,36.9549,37.3851,,37.9286,38.3901,38.0429,38.4815,,39.0773,39.5003,39.1823,39.7294,,,63.4652,63.7097,61.8767,,,62.3550,62.6134,60.7545,,,61.2075,61.4795,59.5870,,0.4498,0.3975,0.4852,0.4287,,0.5614,0.4849,0.5900,0.5374,,3.3701,2.9661,3.5726,3.4114,,1.6292,1.4848,1.7269,1.7294,,1.7408,1.4813,1.8457,1.6819,,3.3147,2.8266,3.2462,3.1516,,0.6550,0.6857,0.6446,0.5984,0.7532,0.8130,0.8680,0.8229,0.7615,0.9658,5.5176,5.3933,5.9649,4.9001,6.5326,2.6489,2.6455,3.0087,2.4372,3.2886,2.8687,2.7478,2.9561,2.4628,3.2441,4.9129,5.3094,5.2906,4.7604,6.2758,37.9463,38.4020,38.0686,38.5572,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:12:22,1,2,TRACE3,534.767,164.843,-22.136,-,16.3089,16.2945,16.5134,16.4781,16.1315,37.3375,37.2402,35.9185,36.4329,,38.4682,38.3343,37.0322,37.5222,,39.6835,39.4837,38.2690,38.7266,,,62.8410,63.4512,64.6170,63.6613,,61.7193,62.3446,63.5095,62.5495,,60.5614,61.1570,62.2579,61.3968,0.3854,0.3706,0.3849,0.3782,0.7727,0.4763,0.4598,0.4781,0.4683,1.0611,3.1261,3.3603,3.2024,3.0239,6.8471,1.5182,1.7497,1.5545,1.5560,2.4223,1.6079,1.6106,1.6479,1.4679,4.4248,2.8107,2.8607,2.9584,2.8266,6.0656,0.8588,0.6398,0.6517,0.6733,0.6380,1.1301,0.7978,0.8186,0.8409,0.7904,8.5074,5.3028,5.2782,5.3093,5.2370,4.2934,2.5709,2.6110,2.5905,2.5803,4.2140,2.7319,2.6672,2.7188,2.6566,7.7732,4.8759,5.0232,5.1414,4.9981,38.5105,38.3619,37.0937,37.5797,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-1_FR,2016-06-21 02:12:43,1,2,TRACE4,538.424,165.053,-22.139,-,16.8899,16.3560,16.5638,16.8884,17.0258,36.6296,36.4975,35.6980,35.6696,,37.7877,37.6516,36.8283,36.7832,,39.1030,38.8310,38.0654,38.0784,,,63.5425,62.3389,65.8193,65.0688,,62.3505,61.1946,64.7005,63.9618,20.9684,61.0617,60.0271,63.4351,62.7218,0.3663,0.4285,0.3858,0.4283,0.3801,0.4579,0.5340,0.4778,0.5356,0.4711,3.1286,3.6963,3.4397,3.7025,3.0970,1.6817,1.8717,1.7016,1.7277,1.6059,1.4469,1.8246,1.7381,1.9748,1.4912,2.7749,3.2289,3.0348,3.3522,2.6878,0.6819,0.6539,0.6678,0.6568,0.7237,0.8890,0.8253,0.8478,0.8188,0.9010,7.1516,5.7224,5.5706,6.0853,5.8656,3.7576,2.7583,2.5428,2.9864,2.6695,3.3940,2.9641,3.0278,3.0989,3.1962,6.5340,5.1983,5.2370,5.3704,5.5367,37.8663,37.6642,36.8817,36.8740,,
