Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:39:02,1,1,TRACE1,412.187,259.302,-22.159,-,16.3457,16.4838,16.4861,16.5616,,32.0821,30.7558,30.6722,32.5671,,33.2033,31.8211,31.7537,33.6504,,34.4121,33.0206,32.9256,34.8571,,,55.0935,58.5328,55.0690,,,53.9595,57.4997,53.9680,,,52.6969,56.3746,52.7594,,0.4360,0.4162,0.4118,0.4310,,0.5344,0.5206,0.5121,0.5316,,3.4105,3.5128,3.2232,3.7628,,1.7875,1.7225,1.6065,2.0667,,1.6229,1.7903,1.6168,1.6961,,3.0854,3.1385,2.9907,3.1416,,0.6222,0.6833,0.6928,0.7232,0.7511,0.7772,0.8601,0.8784,0.9067,0.9689,5.0875,5.5043,5.6251,5.8066,6.1374,2.4418,2.7308,2.8207,2.9099,3.0010,2.6457,2.7736,2.8044,2.8967,3.1363,4.8546,5.2838,5.4688,5.5959,5.8212,33.2471,31.8882,31.7989,33.7121,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:39:23,1,1,TRACE2,412.090,256.156,-22.159,-,16.1736,16.5055,16.6202,16.4438,,35.7532,35.7169,35.6573,35.8715,,36.8709,36.8202,36.7463,36.9497,,37.9811,37.9670,37.8645,38.0765,,,65.6840,62.8803,64.4291,,,64.5774,61.7758,63.3380,,,63.4283,60.6412,62.2338,,0.4107,0.3785,0.3717,0.3517,,0.5144,0.4686,0.4583,0.4297,,3.6664,3.2431,3.0743,2.8290,,1.5891,1.5716,1.5035,1.4833,,2.0773,1.6714,1.5707,1.3457,,3.1171,2.9477,2.7330,2.5239,,0.6331,0.6771,0.7556,0.7234,0.6890,0.7886,0.8527,0.9567,0.9162,0.8863,6.2319,6.3166,6.6796,6.7888,6.6859,3.3245,3.0467,3.0601,3.1858,3.1000,2.9074,3.2700,3.6195,3.6030,3.5859,5.0155,5.5725,6.0800,5.9139,5.8718,36.8671,36.8419,36.7609,36.9740,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:39:45,1,1,TRACE3,418.141,256.566,-22.159,-,17.0008,16.1625,16.2020,16.6966,,35.4548,34.9259,34.3871,34.6127,,36.5560,36.0587,35.5334,35.7337,,37.8100,37.2456,36.7040,36.9316,,,65.6294,65.6955,66.4249,,,64.5027,64.5413,65.2732,,,63.2859,63.3070,64.0975,,0.4263,0.3787,0.4166,0.4321,,0.5321,0.4657,0.5186,0.5353,,3.7433,3.4095,3.7819,3.6791,,1.6428,1.6772,1.7392,1.9335,,2.1005,1.7322,2.0427,1.7457,,3.3351,3.0075,3.2838,3.3262,,0.6581,0.5830,0.6614,0.6552,0.6154,0.8454,0.7374,0.8398,0.8282,0.7747,8.0063,6.8587,6.1558,6.4859,5.3830,4.1322,3.2100,2.5452,2.8542,2.4778,3.8742,3.6487,3.6106,3.6317,2.9053,6.4918,5.4993,5.7490,5.7034,4.9757,36.6324,36.0858,35.5456,35.7722,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:40:07,1,1,TRACE4,421.798,256.779,-22.156,-,16.9419,16.5264,16.0658,16.5685,,34.4963,34.7529,34.3872,34.0452,,35.6336,35.8718,35.5325,35.1670,,36.9647,37.0722,36.6909,36.3489,,,65.8196,64.2440,66.7448,,,64.6791,63.1048,65.6028,,,63.4251,61.9477,64.4308,,0.4670,0.4879,0.4932,0.4912,,0.5817,0.6040,0.6169,0.6028,,3.7378,4.0198,4.2906,3.9656,,1.6394,1.9682,1.8090,2.0070,,2.0984,2.0515,2.4816,1.9586,,3.3206,3.5590,3.5993,3.5616,,0.8554,0.6759,0.7300,0.7154,0.6936,1.0521,0.8451,0.9081,0.9001,0.8614,7.1069,5.3801,5.8066,5.9527,5.9120,3.4435,2.6717,2.8220,2.8452,2.7177,3.6634,2.7083,2.9846,3.1075,3.1944,6.1905,5.1625,5.4391,5.6598,5.3555,35.7305,35.9126,35.5391,35.1971,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:40:28,1,1,TRACE5,412.117,246.467,-22.150,-,16.3024,16.4917,16.6114,16.3375,,46.4023,45.8185,46.2849,46.6196,,47.7830,47.1936,47.7197,47.9979,,49.4648,48.8888,49.6007,49.8068,,,80.0779,80.4140,77.7024,,,78.7013,79.0478,76.2979,,,77.0369,77.3085,74.5154,,0.4409,0.4893,0.4866,0.4777,,0.5523,0.6090,0.6050,0.5938,,3.5227,3.8898,4.0105,3.9436,,1.8081,2.0151,2.0477,2.0977,,1.7146,1.8747,1.9627,1.8459,,3.3999,3.7109,3.7092,3.6167,,0.6148,0.6405,0.6690,0.7041,0.7283,0.7909,0.7879,0.8351,0.8712,0.9385,5.7636,5.3302,5.5809,5.8354,6.6782,2.8265,2.5504,2.7686,2.8278,3.4279,2.9372,2.7798,2.8123,3.0075,3.2504,5.2946,4.8851,5.2603,5.2859,5.9884,47.9335,47.3537,47.9428,48.2132,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:40:49,1,1,TRACE6,412.483,246.594,-22.150,-,16.4987,16.2659,16.3868,16.4944,,45.9601,46.4538,45.6887,46.4912,,47.3847,47.8641,47.0965,47.8552,,49.0893,49.5943,48.8392,49.5429,,,78.1296,79.7582,80.4617,,,76.7603,78.3299,79.1303,,,75.1081,76.5787,77.4937,,0.5109,0.4955,0.4841,0.4906,,0.6352,0.6165,0.6003,0.6098,,4.0221,3.9354,3.6880,3.7796,,1.9932,1.9615,1.8535,1.8614,,2.0289,1.9739,1.8344,1.9182,,3.8165,3.7253,3.5945,3.6141,,1.0648,0.6464,0.6944,0.7560,0.6892,1.3921,0.8075,0.8646,0.9496,0.8739,9.6149,5.0576,5.5300,6.3377,5.6506,5.0957,2.4719,2.7079,3.1078,2.8048,4.5192,2.5857,2.8221,3.2300,2.8458,8.5434,4.9732,5.2928,5.8695,5.2896,47.5247,48.0240,47.2640,48.0171,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:41:11,1,1,TRACE7,418.220,243.837,-22.146,-,16.3048,15.8831,16.6167,16.3736,,60.9382,61.0574,60.3974,61.2504,,62.9770,63.1471,62.4480,63.2426,,65.7727,65.7452,65.5188,66.0135,,,88.8765,89.9713,88.6422,,,86.8281,87.9862,86.6133,,,84.1718,85.2706,83.6395,,0.4194,0.4691,0.4517,0.4734,,0.5171,0.5840,0.5595,0.5842,,3.2355,3.5773,3.6703,3.8493,,1.5884,1.7951,1.8039,1.8579,,1.6471,1.7822,1.8664,1.9915,,3.0868,3.5109,3.4374,3.4994,,0.5895,0.5433,0.5278,0.5531,0.5631,0.7567,0.6798,0.6677,0.6906,0.7235,5.1368,4.4287,4.6193,4.8839,5.3746,2.5170,2.2284,2.3275,2.4437,2.6326,2.6198,2.2003,2.2918,2.4402,2.7420,4.9081,4.3025,4.4741,4.6098,4.8794,63.3554,63.4013,62.9581,63.6320,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:41:33,1,1,TRACE8,421.884,244.063,-22.146,-,16.8015,16.0359,16.3903,17.0074,,59.5616,60.4833,60.1994,60.1649,,61.4442,62.5685,62.2348,62.1277,,63.9490,65.1801,64.9374,65.1206,,,91.7452,88.8670,91.3051,,,89.7617,86.8042,89.2979,,,87.3048,84.0997,86.3250,,0.5161,0.5733,0.5853,0.5492,,0.6360,0.7145,0.7274,0.6836,,4.1072,4.5325,4.8218,4.7411,,2.1453,2.1195,2.3163,2.1599,,1.9620,2.4129,2.5054,2.5812,,3.8435,4.3188,4.4102,4.2607,,0.6075,0.5891,0.6197,0.5822,0.6598,0.7674,0.7360,0.7731,0.7368,0.8342,5.6426,5.2964,5.8035,6.3134,6.9305,2.8071,2.7318,2.9556,3.2366,3.5287,2.8355,2.5646,2.8479,3.0767,3.4018,5.0601,4.9517,5.5125,5.4802,6.1800,61.7553,62.8317,62.5684,62.6428,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:41:54,1,1,TRACE9,355.170,259.155,-22.157,-,16.3649,16.6860,16.7352,16.5688,,33.9737,32.4495,31.9156,33.7354,,35.2812,33.6264,33.0686,35.0182,,36.9343,35.0649,34.7857,36.5316,,,53.4985,56.9994,53.9754,,,52.2546,55.8679,52.7533,,,50.7549,54.5702,51.2036,,0.4074,0.3500,0.4564,0.4069,,0.5042,0.4354,0.5605,0.5062,,3.6817,3.1550,3.5419,3.5019,,1.6781,1.5987,1.7635,1.6183,,2.0036,1.5563,1.7784,1.8836,,3.0681,2.7183,3.1364,3.0381,,0.6645,0.6596,0.6718,0.6969,0.9041,0.8444,0.8253,0.8431,0.8736,1.1588,6.4426,5.6415,5.5915,6.3376,7.6766,2.8897,2.7792,2.5639,3.0543,4.1934,3.5529,2.8623,3.0275,3.2833,3.4833,5.6652,5.2196,5.2257,5.9131,6.7728,35.4540,33.7572,33.3507,35.1335,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_13S-6_FR,2016-06-21 02:42:15,1,1,TRACE10,355.599,255.605,-22.159,-,16.4781,16.8282,16.9525,16.5189,,37.1763,35.7254,35.6896,31.2438,,38.2999,36.8338,36.7724,32.5203,,39.4437,38.0360,37.9835,33.7762,,,61.7548,64.9501,65.5941,,,60.6502,63.8645,64.4715,,,59.4912,62.6782,63.2507,,0.4362,0.4018,0.4120,0.4172,,0.5385,0.4985,0.5126,0.5168,,3.3601,3.4124,3.7769,3.7430,,1.6135,1.6478,1.8468,1.7217,,1.7466,1.7647,1.9301,2.0213,,3.1395,3.0660,3.1342,3.1165,,0.6125,0.7024,0.7820,0.7060,0.7493,0.7764,0.9057,0.9746,0.8786,0.9509,6.7454,6.2306,6.7868,6.9905,8.6612,3.1552,2.7334,3.0065,2.9776,4.8134,3.5902,3.4972,3.7804,4.0128,3.8478,5.2375,6.0055,6.3196,6.2100,6.9250,38.3100,36.8807,36.8365,32.5100,,
