Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:11:58,1,1,TRACE1,434.687,273.093,-22.152,-,16.1280,16.3602,16.2946,16.3335,,33.8788,32.9187,33.8278,32.4085,,35.0382,34.0474,34.9421,33.5166,,36.2721,35.3011,36.2102,34.6996,,,53.6178,53.7086,53.2350,,,52.4533,52.5687,52.1511,,,51.1954,51.2911,50.9568,,0.4082,0.4132,0.3742,0.3817,,0.5071,0.5108,0.4625,0.4759,,3.4674,4.3316,3.3191,3.6294,,1.7429,2.6846,1.6179,1.5152,,1.7246,1.6470,1.7012,2.1141,,3.1862,3.3097,2.8590,2.9767,,0.6911,0.6674,0.6538,0.7228,0.7162,0.8626,0.8476,0.8294,0.9062,0.9165,6.3655,6.5686,6.3906,6.3362,6.3139,2.6572,2.5129,2.8047,2.8860,2.8099,3.7083,4.0557,3.5859,3.4502,3.5040,5.3039,5.7237,5.6931,5.8384,5.7978,35.0754,34.1099,35.0190,33.5541,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:12:20,1,1,TRACE2,434.594,269.947,-22.152,-,16.3044,16.2374,16.2127,16.6270,,38.2669,37.9604,37.9643,37.5979,,39.3702,39.0375,39.0550,38.7849,,40.5704,40.2534,40.2321,40.0967,,,61.4448,62.9453,62.3231,,,60.3576,61.8802,61.0626,,,59.1345,60.7238,59.7349,,0.4028,0.4108,0.4238,0.4214,,0.5000,0.5120,0.5237,0.5227,,3.6353,3.5144,3.6619,3.4419,,1.9501,1.8233,1.7885,1.8176,,1.6852,1.6912,1.8734,1.6243,,3.0949,3.1309,3.2368,3.0121,,0.7079,0.6715,0.7185,0.7086,0.7978,0.8709,0.8435,0.8968,0.8812,1.0107,5.3560,5.4588,5.9537,6.5590,8.6130,2.3436,2.6975,2.8220,3.2433,4.7589,3.0124,2.7613,3.1317,3.3157,3.8540,4.9673,4.9779,5.5734,5.6270,6.9642,39.4187,39.1069,39.0982,38.8473,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:12:41,1,1,TRACE3,440.645,270.365,-22.153,-,16.1562,16.6583,16.8913,16.6852,,37.4684,37.6749,37.4247,37.1729,,38.6892,38.8683,38.5999,38.3439,,39.9982,40.2946,40.0492,39.7992,,,63.3502,61.6643,63.5370,,,62.1571,60.4366,62.3974,,,60.8547,58.9438,60.9476,,0.4181,0.4102,0.3878,0.4045,,0.5144,0.5079,0.4827,0.5062,,3.5401,3.8469,3.5391,3.6524,,1.7511,1.9840,1.6846,1.8397,,1.7890,1.8629,1.8545,1.8127,,3.1488,3.3781,3.0685,3.2641,,0.7495,0.5912,0.6772,0.7113,0.6580,0.9669,0.7534,0.8582,0.9164,0.8497,8.4093,6.4343,7.2460,7.2183,6.8568,4.0123,2.6681,3.1003,3.2358,2.7176,4.3969,3.7662,4.1458,3.9825,4.1392,7.2539,5.6139,5.9300,6.5050,6.2304,38.7333,38.9848,38.7369,38.4860,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:13:03,1,1,TRACE4,444.302,270.583,-22.153,-,16.8909,16.2460,16.7383,16.9196,16.6233,37.5063,36.9059,37.2981,37.4613,,38.6647,38.0817,38.4757,38.6518,,40.4272,39.3749,39.9390,40.1344,,,62.9166,63.6492,61.9410,63.7240,,61.7587,62.4757,60.7449,62.5650,31.6349,60.4479,61.1522,59.2069,61.1641,0.5378,0.5081,0.4686,0.4145,1.3911,0.6528,0.6223,0.5803,0.5156,1.8271,4.0417,3.9141,3.5447,3.4462,11.5937,2.0244,1.9649,1.7582,1.7929,4.9270,2.0173,1.9492,1.7866,1.6533,6.6668,3.6631,3.5840,3.3926,3.2320,10.2323,0.7253,0.6406,0.7321,0.7172,0.6944,0.8978,0.8192,0.9296,0.8904,0.8821,5.7114,5.2853,6.1735,5.7820,5.8330,2.8372,2.6208,3.1266,2.8839,2.9467,2.8742,2.6645,3.0469,2.8981,2.8863,5.3809,5.1435,5.6507,5.5009,5.4446,38.9668,38.1404,38.6186,38.7978,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:13:25,1,1,TRACE5,434.633,260.258,-22.140,-,16.6206,16.3028,16.2132,16.8493,,46.8261,49.2931,47.7666,48.2296,,48.0860,50.6079,49.0600,49.6932,,49.6607,52.1066,50.5228,51.4920,,,77.8983,75.7766,78.2730,,,76.5897,74.5036,76.9560,,,75.0372,73.0889,75.4348,,0.5134,0.4958,0.5981,0.5489,,0.6324,0.6110,0.7339,0.6796,,4.0858,4.7189,4.5913,4.2702,,2.1542,2.5284,2.3186,2.1692,,1.9316,2.1904,2.2727,2.1010,,3.8205,3.8456,4.2520,3.9608,,0.6375,0.6704,0.7466,0.7243,0.7053,0.8062,0.8399,0.9376,0.9165,0.8791,5.6858,5.8347,6.4132,6.3509,5.8315,2.7763,3.0507,3.3872,3.1465,2.9247,2.9094,2.7840,3.0260,3.2043,2.9068,5.0596,5.2164,6.0244,5.9018,5.6397,48.2434,50.6999,49.1447,49.8608,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:13:46,1,1,TRACE6,434.999,260.386,-22.140,-,16.1664,16.3967,16.2743,16.1436,,47.8320,46.7489,49.5675,48.3850,,49.1516,47.9806,50.8047,49.7501,,50.6975,49.4326,52.2028,51.3365,,,78.8006,77.6754,75.6790,,,77.5651,76.4482,74.4000,,,76.1049,75.0001,72.9862,,0.4551,0.4447,0.4792,0.4582,,0.5642,0.5580,0.6017,0.5704,,4.1373,3.9738,4.9570,3.9553,,2.2752,1.9030,2.9661,2.0016,,1.8621,2.0708,1.9909,1.9537,,3.6861,3.5314,4.0314,3.6298,,1.2189,0.6516,0.6071,0.6285,0.6999,1.7014,0.8120,0.7680,0.7925,0.8716,11.9781,5.7503,5.8664,5.7153,5.7206,6.2447,2.6459,2.9033,2.5606,2.8937,5.7333,3.1043,2.9631,3.1547,2.8270,10.1302,5.3902,5.1981,5.3600,5.1538,49.2647,48.0907,50.8852,49.8607,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:14:07,1,1,TRACE7,440.739,257.636,-22.139,-,15.8709,16.7649,17.2457,17.8792,,61.3952,61.8886,60.7104,63.0591,,63.3268,63.8656,62.5610,65.0715,,65.5789,66.6239,65.2454,67.5343,,,88.7308,89.7069,88.6979,,,86.7557,87.7834,86.7931,,,84.2900,84.8540,84.1780,,0.4728,0.4631,0.4594,0.4916,,0.5859,0.5737,0.5736,0.6100,,3.8824,3.8706,3.8736,4.3983,,1.8523,1.9556,1.7926,2.2199,,2.0301,1.9149,2.0809,2.1784,,3.5327,3.6044,3.6017,3.9182,,0.6240,0.5511,0.5381,0.5271,0.6227,0.7789,0.6998,0.6857,0.6575,0.7720,4.9259,5.0813,4.9573,5.1531,5.4371,2.4995,2.3893,2.3822,2.6909,2.7043,2.4264,2.6920,2.5751,2.4622,2.7328,4.7587,4.7068,4.5264,4.4641,4.9381,63.4870,64.2563,62.9779,65.2967,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:14:29,1,1,TRACE8,444.404,257.867,-22.140,-,16.6717,15.9601,16.6789,16.6597,,61.9860,61.9182,61.8628,62.2628,,63.7082,63.7866,63.7634,64.1179,,65.9284,65.8996,66.3485,66.5354,,,89.5627,87.9550,89.1981,,,87.7915,86.0615,87.3046,,39.4462,85.7292,83.6913,84.7138,,0.5561,0.5758,0.4823,0.5048,,0.6843,0.7136,0.6070,0.6299,,5.3056,4.9733,5.1729,4.6138,,2.6463,2.4826,2.9811,2.1724,,2.6594,2.4907,2.1918,2.4414,,4.1901,4.4639,4.7594,4.0395,,0.5856,0.6896,0.5730,0.5254,0.6232,0.7533,0.8595,0.7227,0.6657,0.7720,6.6480,7.6099,5.9235,5.3211,7.0711,3.3572,3.3321,3.0603,2.6799,3.4724,3.2908,4.2779,2.8632,2.6412,3.5987,5.7929,5.8517,5.2328,4.6536,5.5978,63.9572,63.9089,64.1056,64.3991,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:14:51,1,1,TRACE9,377.669,272.875,-22.152,-,15.9358,16.6824,16.5941,16.1717,,33.7475,33.4367,33.8610,32.8952,,34.8565,34.4991,34.9049,33.9318,,35.9482,35.7020,36.1309,34.9690,,,53.3336,53.7509,52.2384,,,52.2653,52.6849,51.2009,,,51.1487,51.4272,50.0755,,0.5410,0.4694,0.4040,0.3956,,0.6687,0.5757,0.5090,0.4941,,4.3372,3.8803,3.8523,3.2737,,2.2750,2.0802,2.0540,1.5403,,2.0622,1.8001,1.7984,1.7334,,3.8727,3.4279,3.1667,2.8789,,0.7300,0.6794,0.6811,0.6622,0.6938,0.9021,0.8654,0.8509,0.8438,0.8717,6.6216,6.4447,6.4174,7.0208,6.1055,3.3846,3.0564,3.2995,3.3565,2.7248,3.2370,3.3883,3.1179,3.6642,3.3807,5.6262,5.6769,5.5733,5.8053,5.3681,34.8479,34.5693,34.9959,33.9321,,
Tomevi,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Vorab_1A-1_FR,2016-06-18 01:15:12,1,1,TRACE10,378.102,269.326,-22.153,-,16.0093,16.6950,16.7164,16.3255,,37.2779,37.5787,37.0947,33.2682,,38.4017,38.6426,38.1754,34.3387,,39.5066,39.8530,39.3689,35.4656,,,63.9806,62.5000,64.2266,,,62.8857,61.4218,63.1329,,,61.7567,60.1851,61.9711,,0.4421,0.3619,0.3339,0.3718,,0.5458,0.4529,0.4163,0.4785,,3.8651,3.2634,2.9766,3.6820,,1.9478,1.5559,1.6616,1.6501,,1.9173,1.7074,1.3150,2.0318,,3.2535,2.8286,2.6421,3.0809,,0.6647,0.5831,0.6550,0.6779,0.6701,0.8298,0.7442,0.8282,0.8498,0.8405,6.0806,5.1885,5.2884,5.6989,5.7873,2.7665,2.4428,2.5859,2.6532,2.8238,3.3141,2.7457,2.7025,3.0456,2.9635,5.2661,4.8944,5.1370,5.4675,5.3150,38.3923,38.7158,38.2318,34.3669,,
